"Exchange","Symbol","Name","Sector","industry","MarketCap","MarketCapNum","MarketCap(B)","Summary Quote","Reporting Year","ISIN","Performance Band","Scope 1 (metric tonnes CO2e)","Scope 2 (metric tonnes CO2e)","TotalMetricTonnesCO2e","Co2eMarketCapRatio","Notes"
"NYSE","COF","Capital One Financial Corporation","Finance","Major Banks","$41.29B",41290000000.00,41.29,"http://www.nasdaq.com/symbol/cof",2012,"US14040H1059","D",15166.00,201041.00,216207.00,5.23,"Response Status: AQ*"
"NYSE","COF","Capital One Financial Corporation","Finance","Major Banks","$41.29B",41290000000.00,41.29,"http://www.nasdaq.com/symbol/cof",2013,"US14040H1059","C",14501.00,194433.00,208934.00,5.06,"Response Status: AQ*"
"NYSE","COP","ConocoPhillips","Energy","Integrated oil Companies","$60.12B",60120000000.00,60.12,"http://www.nasdaq.com/symbol/cop",2011,"US20825C1045","C",57981000.00,10024000.00,68005000.00,1131.15,"Response Status: AQ*; PB Estimated"
"NYSE","COP","ConocoPhillips","Energy","Integrated oil Companies","$60.12B",60120000000.00,60.12,"http://www.nasdaq.com/symbol/cop",2012,"US20825C1045","C",59400000.00,10800000.00,70200000.00,1167.66,"Response Status: AQ*"
"NYSE","COP","ConocoPhillips","Energy","Integrated oil Companies","$60.12B",60120000000.00,60.12,"http://www.nasdaq.com/symbol/cop",2013,"US20825C1045","B",24171000.00,1638000.00,25809000.00,429.29,"Response Status: AQ*"
"NYSE","CRM","Salesforce.com Inc","Technology","Computer Software: Prepackaged Software","$69.67B",69670000000.00,69.67,"http://www.nasdaq.com/symbol/crm",2013,"US79466L3024","C",2349.52,29428.55,31778.07,0.45,"Response Status: AQ*"
"NYSE","CTL","CenturyLink, Inc.","Public Utilities","Telecommunications Equipment","$11.13B",11130000000.00,11.13,"http://www.nasdaq.com/symbol/ctl",2012,"US1567001060","E",190204.00,1616601.00,1806805.00,162.33,"Response Status: AQ*"
"NYSE","CTL","CenturyLink, Inc.","Public Utilities","Telecommunications Equipment","$11.13B",11130000000.00,11.13,"http://www.nasdaq.com/symbol/ctl",2013,"US1567001060","D",279522.50,2079911.50,2359434.00,211.98,"Response Status: AQ*"
"NYSE","CVS","CVS Health Corporation","Health Care","Medical/Nursing Services","$73.8B",73800000000.00,73.80,"http://www.nasdaq.com/symbol/cvs",2011,"US1266501006","D",220888.00,1545951.00,1766839.00,23.94,"Response Status: AQ*"
"NYSE","CVS","CVS Health Corporation","Health Care","Medical/Nursing Services","$73.8B",73800000000.00,73.80,"http://www.nasdaq.com/symbol/cvs",2012,"US1266501006","D",216456.00,1572334.00,1788790.00,24.23,"Response Status: AQ*"
"NYSE","CVS","CVS Health Corporation","Health Care","Medical/Nursing Services","$73.8B",73800000000.00,73.80,"http://www.nasdaq.com/symbol/cvs",2013,"US1266501006","B",201000.00,1495000.00,1696000.00,22.98,"Response Status: AQ*"
"NYSE","CVX","Chevron Corporation","Energy","Integrated oil Companies","$225.81B",225810000000.00,225.81,"http://www.nasdaq.com/symbol/cvx",2011,"US1667641005","B",62136044.00,4483820.00,66619864.00,295.02,"Response Status: AQ*"
"NYSE","CVX","Chevron Corporation","Energy","Integrated oil Companies","$225.81B",225810000000.00,225.81,"http://www.nasdaq.com/symbol/cvx",2012,"US1667641005","B",61346995.00,4561010.00,65908005.00,291.87,"Response Status: AQ*"
"NYSE","CVX","Chevron Corporation","Energy","Integrated oil Companies","$225.81B",225810000000.00,225.81,"http://www.nasdaq.com/symbol/cvx",2013,"US1667641005","A",58559220.00,3849319.00,62408539.00,276.37,"Response Status: AQ*; PB Adjusted"
"NYSE","D","Dominion Energy, Inc.","Public Utilities","Electric Utilities: Central","$50.52B",50520000000.00,50.52,"http://www.nasdaq.com/symbol/d",2011,"US25746U1097","D",59004018.00,349938.00,59353956.00,1174.86,"Response Status: AQ*"
"NYSE","D","Dominion Energy, Inc.","Public Utilities","Electric Utilities: Central","$50.52B",50520000000.00,50.52,"http://www.nasdaq.com/symbol/d",2012,"US25746U1097","C",56812875.00,256934.00,57069809.00,1129.64,"Response Status: AQ*"
"NYSE","DE","Deere & Company","Capital Goods","Industrial Machinery/Components","$41.1B",41100000000.00,41.10,"http://www.nasdaq.com/symbol/de",2011,"US2441991054","C",455171.00,881473.00,1336644.00,32.52,"Response Status: AQ*"
"NYSE","DE","Deere & Company","Capital Goods","Industrial Machinery/Components","$41.1B",41100000000.00,41.10,"http://www.nasdaq.com/symbol/de",2012,"US2441991054","C",420019.00,1041067.00,1461086.00,35.54,"Response Status: AQ*"
"NYSE","DE","Deere & Company","Capital Goods","Industrial Machinery/Components","$41.1B",41100000000.00,41.10,"http://www.nasdaq.com/symbol/de",2013,"US2441991054","C",440147.00,1053446.00,1493593.00,36.34,"Response Status: AQ*"
"NYSE","DIS","Walt Disney Company (The)","Consumer Services","Television Services","$150.3B",150300000000.00,150.30,"http://www.nasdaq.com/symbol/dis",2011,"US2546871060","C",550782.00,914864.00,1465646.00,9.75,"Response Status: AQ*"
"NYSE","DIS","Walt Disney Company (The)","Consumer Services","Television Services","$150.3B",150300000000.00,150.30,"http://www.nasdaq.com/symbol/dis",2012,"US2546871060","D",661493.00,863344.00,1524837.00,10.14,"Response Status: AQ*"
"NYSE","DIS","Walt Disney Company (The)","Consumer Services","Television Services","$150.3B",150300000000.00,150.30,"http://www.nasdaq.com/symbol/dis",2013,"US2546871060","C",867353.00,899027.00,1766380.00,11.75,"Response Status: AQ*"
"NYSE","DTV","DTE Energy Company","Public Utilities","Electric Utilities: Central","n/a",,,"http://www.nasdaq.com/symbol/dtv",2012,"US25490A3095","B",120873.00,81792.00,202665.00,,"Response Status: AQ*"
"NYSE","DTV","DTE Energy Company","Public Utilities","Electric Utilities: Central","n/a",,,"http://www.nasdaq.com/symbol/dtv",2013,"US25490A3095","B",106060.00,88145.00,194205.00,,"Response Status: AQ*"
"NYSE","DUK","Duke Energy Corporation","Public Utilities","Power Generation","$60.75B",60750000000.00,60.75,"http://www.nasdaq.com/symbol/duk",2011,"US26441C2044","C",90612245.00,,90612245.00,1491.55,"Response Status: AQ*"
"NYSE","DUK","Duke Energy Corporation","Public Utilities","Power Generation","$60.75B",60750000000.00,60.75,"http://www.nasdaq.com/symbol/duk",2012,"US26441C2044","C",85271807.00,,85271807.00,1403.65,"Response Status: AQ*"
"NYSE","DUK","Duke Energy Corporation","Public Utilities","Power Generation","$60.75B",60750000000.00,60.75,"http://www.nasdaq.com/symbol/duk",2013,"US26441C2044","C",123430000.00,,123430000.00,2031.76,"Response Status: AQ*"
"NYSE","DVN","Devon Energy Corporation","Energy","Oil & Gas Production","$18.85B",18850000000.00,18.85,"http://www.nasdaq.com/symbol/dvn",2011,"US25179M1036","D",3680000.00,490000.00,4170000.00,221.22,"Response Status: AQ*"
"NYSE","DVN","Devon Energy Corporation","Energy","Oil & Gas Production","$18.85B",18850000000.00,18.85,"http://www.nasdaq.com/symbol/dvn",2012,"US25179M1036","C",7232882.00,1009209.00,8242091.00,437.24,"Response Status: AQ*"
"NYSE","DVN","Devon Energy Corporation","Energy","Oil & Gas Production","$18.85B",18850000000.00,18.85,"http://www.nasdaq.com/symbol/dvn",2013,"US25179M1036","B",7596657.00,1087905.00,8684562.00,460.71,"Response Status: AQ*"
"NYSE","ECL","Ecolab Inc.","Basic Industries","Package Goods/Cosmetics","$38.8B",38800000000.00,38.80,"http://www.nasdaq.com/symbol/ecl",2012,"US2788651006","B",189202.00,88525.00,277727.00,7.15,"Response Status: AQ*"
"NYSE","ECL","Ecolab Inc.","Basic Industries","Package Goods/Cosmetics","$38.8B",38800000000.00,38.80,"http://www.nasdaq.com/symbol/ecl",2013,"US2788651006","A",336258.00,199296.00,535554.00,13.80,"Response Status: AQ*"
"NYSE","ED","Consolidated Edison Inc","Public Utilities","Power Generation","$25.4B",25400000000.00,25.40,"http://www.nasdaq.com/symbol/ed",2012,"US2091151041","B",3370542.00,1142721.00,4513263.00,177.68,"Response Status: AQ*"
"NYSE","EMR","Emerson Electric Company","Energy","Consumer Electronics/Appliances","$40.94B",40940000000.00,40.94,"http://www.nasdaq.com/symbol/emr",2012,"US2910111044","B",289470.00,,289470.00,7.07,"Response Status: AQ*; PB Estimated"
"NYSE","EMR","Emerson Electric Company","Energy","Consumer Electronics/Appliances","$40.94B",40940000000.00,40.94,"http://www.nasdaq.com/symbol/emr",2013,"US2910111044","B",264967.00,,264967.00,6.47,"Response Status: AQ*; PB Estimated"
"NYSE","ETN","Eaton Corporation, PLC","Technology","Industrial Machinery/Components","$34.93B",34930000000.00,34.93,"http://www.nasdaq.com/symbol/etn",2013,"IE00B8KQN827","A",105382.00,637346.00,742728.00,21.26,"Response Status: AQ*; PB Adjusted"
"NYSE","EXC","Exelon Corporation","Public Utilities","Power Generation","$37.67B",37670000000.00,37.67,"http://www.nasdaq.com/symbol/exc",2011,"US30161N1019","C",9245696.00,276678.00,9522374.00,252.78,"Response Status: AQ*"
"NYSE","EXC","Exelon Corporation","Public Utilities","Power Generation","$37.67B",37670000000.00,37.67,"http://www.nasdaq.com/symbol/exc",2012,"US30161N1019","A",6600286.00,5541932.00,12142218.00,322.33,"Response Status: AQ*"
"NYSE","EXC","Exelon Corporation","Public Utilities","Power Generation","$37.67B",37670000000.00,37.67,"http://www.nasdaq.com/symbol/exc",2013,"US30161N1019","A",26038890.00,5691542.00,31730432.00,842.32,"Response Status: AQ*"
"NYSE","F","Ford Motor Company","Capital Goods","Auto Manufacturing","$47.01B",47010000000.00,47.01,"http://www.nasdaq.com/symbol/f",2011,"US3453708600","C",1602246.00,3666231.00,5268477.00,112.07,"Response Status: AQ*; PB Estimated"
"NYSE","F","Ford Motor Company","Capital Goods","Auto Manufacturing","$47.01B",47010000000.00,47.01,"http://www.nasdaq.com/symbol/f",2012,"US3453708600","C",1559240.00,3535959.00,5095199.00,108.38,"Response Status: AQ*"
"NYSE","F","Ford Motor Company","Capital Goods","Auto Manufacturing","$47.01B",47010000000.00,47.01,"http://www.nasdaq.com/symbol/f",2013,"US3453708600","C",1698799.00,3440338.00,5139137.00,109.32,"Response Status: AQ*"
"NYSE","FCX","Freeport-McMoran, Inc.","Basic Industries","Precious Metals","$21.35B",21350000000.00,21.35,"http://www.nasdaq.com/symbol/fcx",2011,"US35671D8570","C",5622379.00,4363371.00,9985750.00,467.71,"Response Status: AQ*"
"NYSE","FCX","Freeport-McMoran, Inc.","Basic Industries","Precious Metals","$21.35B",21350000000.00,21.35,"http://www.nasdaq.com/symbol/fcx",2012,"US35671D8570","C",5358795.00,4582267.00,9941062.00,465.62,"Response Status: AQ*"
"NYSE","FCX","Freeport-McMoran, Inc.","Basic Industries","Precious Metals","$21.35B",21350000000.00,21.35,"http://www.nasdaq.com/symbol/fcx",2013,"US35671D8570","C",5679367.00,3985464.00,9664831.00,452.68,"Response Status: AQ*"
"NYSE","FDX","FedEx Corporation","Transportation","Air Freight/Delivery Services","$59.59B",59590000000.00,59.59,"http://www.nasdaq.com/symbol/fdx",2011,"US31428X1063","D",13152895.00,996872.00,14149767.00,237.45,"Response Status: AQ*"
"NYSE","FDX","FedEx Corporation","Transportation","Air Freight/Delivery Services","$59.59B",59590000000.00,59.59,"http://www.nasdaq.com/symbol/fdx",2012,"US31428X1063","D",13802445.00,989874.00,14792319.00,248.23,"Response Status: AQ*"
"NYSE","FDX","FedEx Corporation","Transportation","Air Freight/Delivery Services","$59.59B",59590000000.00,59.59,"http://www.nasdaq.com/symbol/fdx",2013,"US31428X1063","B",14602697.00,959109.00,15561806.00,261.14,"Response Status: AQ*"
"NYSE","GE","General Electric Company","Energy","Consumer Electronics/Appliances","$198.96B",198960000000.00,198.96,"http://www.nasdaq.com/symbol/ge",2011,"US3696041033","C",2500000.00,3150000.00,5650000.00,28.39,"Response Status: AQ*"
"NYSE","GE","General Electric Company","Energy","Consumer Electronics/Appliances","$198.96B",198960000000.00,198.96,"http://www.nasdaq.com/symbol/ge",2012,"US3696041033","C",2180000.00,2910000.00,5090000.00,25.58,"Response Status: AQ*"
"NYSE","GE","General Electric Company","Energy","Consumer Electronics/Appliances","$198.96B",198960000000.00,198.96,"http://www.nasdaq.com/symbol/ge",2013,"US3696041033","C",1970000.00,2905000.00,4875000.00,24.50,"Response Status: AQ*"
"NYSE","GIS","General Mills, Inc.","Consumer Non-Durables","Packaged Foods","$29.29B",29290000000.00,29.29,"http://www.nasdaq.com/symbol/gis",2011,"US3703341046","C",279484.00,723042.00,1002526.00,34.22,"Response Status: AQ*; PB Estimated"
"NYSE","GIS","General Mills, Inc.","Consumer Non-Durables","Packaged Foods","$29.29B",29290000000.00,29.29,"http://www.nasdaq.com/symbol/gis",2012,"US3703341046","C",271000.00,723000.00,994000.00,33.93,"Response Status: AQ*; PB Estimated"
"NYSE","GIS","General Mills, Inc.","Consumer Non-Durables","Packaged Foods","$29.29B",29290000000.00,29.29,"http://www.nasdaq.com/symbol/gis",2013,"US3703341046","B",259400.00,737000.00,996400.00,34.01,"Response Status: AQ*; PB Estimated"
"NYSE","GLW","Corning Incorporated","Basic Industries","Telecommunications Equipment","$26.86B",26860000000.00,26.86,"http://www.nasdaq.com/symbol/glw",2011,"US2193501051","C",266635.00,908817.00,1175452.00,43.76,"Response Status: AQ*; PB Estimated"
"NYSE","GLW","Corning Incorporated","Basic Industries","Telecommunications Equipment","$26.86B",26860000000.00,26.86,"http://www.nasdaq.com/symbol/glw",2012,"US2193501051","D",371844.00,1053862.00,1425706.00,53.07,"Response Status: AQ*; PB Estimated"
"NYSE","GLW","Corning Incorporated","Basic Industries","Telecommunications Equipment","$26.86B",26860000000.00,26.86,"http://www.nasdaq.com/symbol/glw",2013,"US2193501051","D",383729.00,1129330.00,1513059.00,56.33,"Response Status: AQ*"
"NYSE","GM","General Motors Company","Capital Goods","Auto Manufacturing","$66.6B",66600000000.00,66.60,"http://www.nasdaq.com/symbol/gm",2012,"US37045V1008","B",2310819.00,5329095.00,7639914.00,114.71,"Response Status: AQ*"
"NYSE","GM","General Motors Company","Capital Goods","Auto Manufacturing","$66.6B",66600000000.00,66.60,"http://www.nasdaq.com/symbol/gm",2013,"US37045V1008","A",2454755.00,5531380.00,7986135.00,119.91,"Response Status: AQ*; PB Adjusted"
"NYSE","GS","Goldman Sachs Group, Inc. (The)","Finance","Investment Bankers/Brokers/Service","$92.28B",92280000000.00,92.28,"http://www.nasdaq.com/symbol/gs",2011,"US38141G1040","B",14645.00,336842.00,351487.00,3.80,"Response Status: AQ*"
"NYSE","GS","Goldman Sachs Group, Inc. (The)","Finance","Investment Bankers/Brokers/Service","$92.28B",92280000000.00,92.28,"http://www.nasdaq.com/symbol/gs",2012,"US38141G1040","B",11787.00,321641.00,333428.00,3.61,"Response Status: AQ*"
"NYSE","GS","Goldman Sachs Group, Inc. (The)","Finance","Investment Bankers/Brokers/Service","$92.28B",92280000000.00,92.28,"http://www.nasdaq.com/symbol/gs",2013,"US38141G1040","A",14559.00,276815.00,291374.00,3.15,"Response Status: AQ*"
"NYSE","HAL","Halliburton Company","Energy","Oilfield Services/Equipment","$38.98B",38980000000.00,38.98,"http://www.nasdaq.com/symbol/hal",2011,"US4062161017","E",4020000.00,,4020000.00,103.12,"Response Status: AQ*"
"NYSE","HAL","Halliburton Company","Energy","Oilfield Services/Equipment","$38.98B",38980000000.00,38.98,"http://www.nasdaq.com/symbol/hal",2012,"US4062161017","D",4246608.00,152519.00,4399127.00,112.85,"Response Status: AQ*"
"NYSE","HAL","Halliburton Company","Energy","Oilfield Services/Equipment","$38.98B",38980000000.00,38.98,"http://www.nasdaq.com/symbol/hal",2013,"US4062161017","D",4211808.00,839363.00,5051171.00,129.58,"Response Status: AQ*"
"NYSE","HCP","HCP, Inc.","Consumer Services","Real Estate Investment Trusts","$12.37B",12370000000.00,12.37,"http://www.nasdaq.com/symbol/hcp",2012,"US40414L1098","D",25694.00,207500.00,233194.00,18.85,"Response Status: AQ*"
"NYSE","HCP","HCP, Inc.","Consumer Services","Real Estate Investment Trusts","$12.37B",12370000000.00,12.37,"http://www.nasdaq.com/symbol/hcp",2013,"US40414L1098","A",28940.00,216887.00,245827.00,19.87,"Response Status: AQ*; PB Adjusted"
"NYSE","HD","Home Depot, Inc. (The)","Consumer Services","RETAIL: Building Materials","$193.88B",193880000000.00,193.88,"http://www.nasdaq.com/symbol/hd",2011,"US4370761029","B",268091.00,2805003.00,3073094.00,15.85,"Response Status: AQ*"
"NYSE","HD","Home Depot, Inc. (The)","Consumer Services","RETAIL: Building Materials","$193.88B",193880000000.00,193.88,"http://www.nasdaq.com/symbol/hd",2012,"US4370761029","B",281083.00,2738927.00,3020010.00,15.57,"Response Status: AQ*"
"NYSE","HD","Home Depot, Inc. (The)","Consumer Services","RETAIL: Building Materials","$193.88B",193880000000.00,193.88,"http://www.nasdaq.com/symbol/hd",2013,"US4370761029","A",250224.00,2529646.00,2779870.00,14.33,"Response Status: AQ*; PB Adjusted"
"NYSE","HES","Hess Corporation","Energy","Integrated oil Companies","$14.3B",14300000000.00,14.30,"http://www.nasdaq.com/symbol/hes",2011,"US42809H1077","B",8452627.00,581438.00,9034065.00,631.75,"Response Status: AQ*"
"NYSE","HES","Hess Corporation","Energy","Integrated oil Companies","$14.3B",14300000000.00,14.30,"http://www.nasdaq.com/symbol/hes",2012,"US42809H1077","B",8509069.00,547837.00,9056906.00,633.35,"Response Status: AQ*"
"NYSE","HES","Hess Corporation","Energy","Integrated oil Companies","$14.3B",14300000000.00,14.30,"http://www.nasdaq.com/symbol/hes",2013,"US42809H1077","B",7409486.00,584695.00,7994181.00,559.03,"Response Status: AQ*"
"NYSE","HON","Honeywell International Inc.","Capital Goods","Auto Parts:O.E.M.","$109.04B",109040000000.00,109.04,"http://www.nasdaq.com/symbol/hon",2012,"US4385161066","B",5931000.00,2274000.00,8205000.00,75.24,"Response Status: AQ*; PB Estimated"
"NYSE","HON","Honeywell International Inc.","Capital Goods","Auto Parts:O.E.M.","$109.04B",109040000000.00,109.04,"http://www.nasdaq.com/symbol/hon",2013,"US4385161066","B",5532844.00,1756275.00,7289119.00,66.84,"Response Status: AQ*"
"NYSE","HPQ","HP Inc.","Technology","Computer Manufacturing","$36.26B",36260000000.00,36.26,"http://www.nasdaq.com/symbol/hpq",2011,"US4282361033","B",136660.00,1728510.00,1865170.00,51.43,"Response Status: AQ*"
"NYSE","HPQ","HP Inc.","Technology","Computer Manufacturing","$36.26B",36260000000.00,36.26,"http://www.nasdaq.com/symbol/hpq",2012,"US4282361033","B",276449.00,1724377.00,2000826.00,55.17,"Response Status: AQ*"
"NYSE","HPQ","HP Inc.","Technology","Computer Manufacturing","$36.26B",36260000000.00,36.26,"http://www.nasdaq.com/symbol/hpq",2013,"US4282361033","A",246000.00,1643000.00,1889000.00,52.09,"Response Status: AQ*"
"NYSE","IBM","International Business Machines Corporation","Technology","Computer Manufacturing","$137.09B",137090000000.00,137.09,"http://www.nasdaq.com/symbol/ibm",2011,"US4592001014","B",578290.00,2125986.00,2704276.00,19.72,"Response Status: AQ*"
"NYSE","IBM","International Business Machines Corporation","Technology","Computer Manufacturing","$137.09B",137090000000.00,137.09,"http://www.nasdaq.com/symbol/ibm",2012,"US4592001014","B",535387.00,2199567.00,2734954.00,19.95,"Response Status: AQ*"
"NYSE","IBM","International Business Machines Corporation","Technology","Computer Manufacturing","$137.09B",137090000000.00,137.09,"http://www.nasdaq.com/symbol/ibm",2013,"US4592001014","B",541584.00,2208459.00,2750043.00,20.06,"Response Status: AQ*"
"NYSE","JCI","Johnson Controls International plc","Consumer Services","Other Consumer Services","$38.87B",38870000000.00,38.87,"http://www.nasdaq.com/symbol/jci",2011,"US4783661071","B",562223.00,1349406.00,1911629.00,49.18,"Response Status: AQ*"
"NYSE","JCI","Johnson Controls International plc","Consumer Services","Other Consumer Services","$38.87B",38870000000.00,38.87,"http://www.nasdaq.com/symbol/jci",2012,"US4783661071","B",831783.00,1542453.00,2374236.00,61.08,"Response Status: AQ*"
"NYSE","JCI","Johnson Controls International plc","Consumer Services","Other Consumer Services","$38.87B",38870000000.00,38.87,"http://www.nasdaq.com/symbol/jci",2013,"US4783661071","A",866181.00,1465658.00,2331839.00,59.99,"Response Status: AQ*; PB Adjusted"
"NYSE","JNJ","Johnson & Johnson","Health Care","Major Pharmaceuticals","$366.18B",366180000000.00,366.18,"http://www.nasdaq.com/symbol/jnj",2011,"US4781601046","C",345723.00,934081.00,1279804.00,3.49,"Response Status: AQ*"
"NYSE","JNJ","Johnson & Johnson","Health Care","Major Pharmaceuticals","$366.18B",366180000000.00,366.18,"http://www.nasdaq.com/symbol/jnj",2012,"US4781601046","B",329669.00,891562.00,1221231.00,3.33,"Response Status: AQ*"
"NYSE","JNJ","Johnson & Johnson","Health Care","Major Pharmaceuticals","$366.18B",366180000000.00,366.18,"http://www.nasdaq.com/symbol/jnj",2013,"US4781601046","A",329556.00,853700.00,1183256.00,3.23,"Response Status: AQ*; PB Adjusted"
"NYSE","JPM","J P Morgan Chase & Co","Finance","Major Banks","$332.61B",332610000000.00,332.61,"http://www.nasdaq.com/symbol/jpm",2011,"US46625H1005","B",96034.40,1226197.10,1322231.50,3.97,"Response Status: AQ*"
"NYSE","JPM","J P Morgan Chase & Co","Finance","Major Banks","$332.61B",332610000000.00,332.61,"http://www.nasdaq.com/symbol/jpm",2012,"US46625H1005","B",92413.00,1231178.00,1323591.00,3.97,"Response Status: AQ*"
"NYSE","JPM","J P Morgan Chase & Co","Finance","Major Banks","$332.61B",332610000000.00,332.61,"http://www.nasdaq.com/symbol/jpm",2013,"US46625H1005","B",83343.00,1219748.00,1303091.00,3.91,"Response Status: AQ*"
"NYSE","K","Kellogg Company","Consumer Non-Durables","Packaged Foods","$21.38B",21380000000.00,21.38,"http://www.nasdaq.com/symbol/k",2011,"US4878361082","B",580482.00,762927.00,1343409.00,62.83,"Response Status: AQ*; PB Estimated"
"NYSE","K","Kellogg Company","Consumer Non-Durables","Packaged Foods","$21.38B",21380000000.00,21.38,"http://www.nasdaq.com/symbol/k",2012,"US4878361082","C",566988.00,722411.00,1289399.00,60.30,"Response Status: AQ*; PB Estimated"
"NYSE","K","Kellogg Company","Consumer Non-Durables","Packaged Foods","$21.38B",21380000000.00,21.38,"http://www.nasdaq.com/symbol/k",2013,"US4878361082","B",536069.00,671729.00,1207798.00,56.49,"Response Status: AQ*; PB Estimated"
"NYSE","KMB","Kimberly-Clark Corporation","Consumer Durables","Containers/Packaging","$41.89B",41890000000.00,41.89,"http://www.nasdaq.com/symbol/kmb",2011,"US4943681035","C",2611787.00,3117027.00,5728814.00,136.75,"Response Status: AQ*"
"NYSE","KMB","Kimberly-Clark Corporation","Consumer Durables","Containers/Packaging","$41.89B",41890000000.00,41.89,"http://www.nasdaq.com/symbol/kmb",2012,"US4943681035","D",2530334.00,3027447.00,5557781.00,132.67,"Response Status: AQ*"
"NYSE","KMB","Kimberly-Clark Corporation","Consumer Durables","Containers/Packaging","$41.89B",41890000000.00,41.89,"http://www.nasdaq.com/symbol/kmb",2013,"US4943681035","C",2461675.00,2967804.00,5429479.00,129.61,"Response Status: AQ*"
"NYSE","KO","Coca-Cola Company (The)","Consumer Non-Durables","Beverages (Production/Distribution)","$196.97B",196970000000.00,196.97,"http://www.nasdaq.com/symbol/ko",2011,"US1912161007","C",2113413.00,1246496.00,3359909.00,17.05,"Response Status: AQ*; PB Estimated"
"NYSE","KO","Coca-Cola Company (The)","Consumer Non-Durables","Beverages (Production/Distribution)","$196.97B",196970000000.00,196.97,"http://www.nasdaq.com/symbol/ko",2012,"US1912161007","B",2420996.00,1308327.00,3729323.00,18.93,"Response Status: AQ*; PB Estimated"
"NYSE","KO","Coca-Cola Company (The)","Consumer Non-Durables","Beverages (Production/Distribution)","$196.97B",196970000000.00,196.97,"http://www.nasdaq.com/symbol/ko",2013,"US1912161007","A",2551626.00,1138377.00,3690003.00,18.73,"Response Status: AQ*; PB Adjusted"
"NYSE","KSS","Kohl&#39;s Corporation","Consumer Services","Department/Specialty Retail Stores","$7.1B",7100000000.00,7.10,"http://www.nasdaq.com/symbol/kss",2011,"US5002551043","C",27062.00,832519.00,859581.00,121.06,"Response Status: AQ*"
"NYSE","LLY","Eli Lilly and Company","Health Care","Major Pharmaceuticals","$95.29B",95290000000.00,95.29,"http://www.nasdaq.com/symbol/lly",2011,"US5324571083","C",454521.00,1167098.00,1621619.00,17.01,"Response Status: AQ*"
"NYSE","LLY","Eli Lilly and Company","Health Care","Major Pharmaceuticals","$95.29B",95290000000.00,95.29,"http://www.nasdaq.com/symbol/lly",2012,"US5324571083","C",409871.00,1119833.00,1529704.00,16.05,"Response Status: AQ*"
"NYSE","LLY","Eli Lilly and Company","Health Care","Major Pharmaceuticals","$95.29B",95290000000.00,95.29,"http://www.nasdaq.com/symbol/lly",2013,"US5324571083","B",415040.00,1160941.00,1575981.00,16.53,"Response Status: AQ*"
"NYSE","LMT","Lockheed Martin Corporation","Capital Goods","Military/Government/Technical","$91.98B",91980000000.00,91.98,"http://www.nasdaq.com/symbol/lmt",2011,"US5398301094","A",313866.00,1061122.00,1374988.00,14.94,"Response Status: AQ*"
"NYSE","LMT","Lockheed Martin Corporation","Capital Goods","Military/Government/Technical","$91.98B",91980000000.00,91.98,"http://www.nasdaq.com/symbol/lmt",2012,"US5398301094","A",309529.00,1011104.00,1320633.00,14.35,"Response Status: AQ*"
"NYSE","LMT","Lockheed Martin Corporation","Capital Goods","Military/Government/Technical","$91.98B",91980000000.00,91.98,"http://www.nasdaq.com/symbol/lmt",2013,"US5398301094","A",249491.00,985006.00,1234497.00,13.42,"Response Status: AQ*"
"NYSE","LOW","Lowe&#39;s Companies, Inc.","Consumer Services","RETAIL: Building Materials","$68.57B",68570000000.00,68.57,"http://www.nasdaq.com/symbol/low",2012,"US5486611073","C",292747.00,2605669.00,2898416.00,42.26,"Response Status: AQ*"
"NYSE","LOW","Lowe&#39;s Companies, Inc.","Consumer Services","RETAIL: Building Materials","$68.57B",68570000000.00,68.57,"http://www.nasdaq.com/symbol/low",2013,"US5486611073","D",303721.00,2552740.00,2856461.00,41.65,"Response Status: AQ*"
"NYSE","LVS","Las Vegas Sands Corp.","Consumer Services","Hotels/Resorts","$49.07B",49070000000.00,49.07,"http://www.nasdaq.com/symbol/lvs",2013,"US5178341070","A",225157.00,821527.00,1046684.00,21.33,"Response Status: AQ*; PB Adjusted"
"NYSE","MA","Mastercard Incorporated","Miscellaneous","Business Services","$163.38B",163380000000.00,163.38,"http://www.nasdaq.com/symbol/ma",2013,"US57636Q1040","C",3025.80,37825.00,40850.80,0.25,"Response Status: AQ*; PB Estimated"
"NYSE","MDT","Medtronic plc","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","$106.06B",106060000000.00,106.06,"http://www.nasdaq.com/symbol/mdt",2011,"US5850551061","D",25040.00,211657.00,236697.00,2.23,"Response Status: AQ*; PB Estimated"
"NYSE","MDT","Medtronic plc","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","$106.06B",106060000000.00,106.06,"http://www.nasdaq.com/symbol/mdt",2012,"US5850551061","D",23596.00,217148.00,240744.00,2.26,"Response Status: AQ*; PB Estimated"
"NYSE","MDT","Medtronic plc","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","$106.06B",106060000000.00,106.06,"http://www.nasdaq.com/symbol/mdt",2013,"US5850551061","D",31460.00,170685.00,202145.00,1.90,"Response Status: AQ*"
"NYSE","MET","MetLife, Inc.","Finance","Life Insurance","$55.94B",55940000000.00,55.94,"http://www.nasdaq.com/symbol/met",2012,"US59156R1086","C",10598.00,15486.00,26084.00,0.46,"Response Status: AQ*"
